player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
178963,Kolo Touré,1,4,76.0,183.0,CIV,43854,,1981-03-19,29.2,Defender,Côte d'Ivoire,CIV
176971,Didier Zokora,2,5,78.0,183.0,CIV,43854,,1980-12-14,29.5,Midfielder,Côte d'Ivoire,CIV
294608,Steve Gohouri,1,6,,187.0,CIV,43854,,1981-02-08,29.3,Defender,Côte d'Ivoire,CIV
317093,Seydou Doumbia,3,7,,183.0,CIV,43854,,1987-12-31,22.4,Striker,Côte d'Ivoire,CIV
216970,Salomon Kalou,3,8,72.0,175.0,CIV,43854,,1985-08-05,24.8,Striker,Côte d'Ivoire,CIV
291329,Cheick Tioté,2,9,86.0,175.0,CIV,43854,,1986-06-21,24.0,Midfielder,Côte d'Ivoire,CIV
290186,Gervinho,3,10,80.0,179.0,CIV,43854,,1987-05-27,23.0,Striker,Côte d'Ivoire,CIV
212306,Didier Drogba,3,11,84.0,188.0,FRA,43854,,1978-03-11,32.3,Striker,Côte d'Ivoire,CIV
198112,Jean Jacques Gosso,2,12,73.0,177.0,CIV,43854,,1983-03-15,27.2,Midfielder,Côte d'Ivoire,CIV
198111,Romaric,2,13,88.0,187.0,CIV,43854,,1983-06-04,27.0,Midfielder,Côte d'Ivoire,CIV
240681,Emmanuel Koné,2,14,65.0,177.0,CIV,43854,,1986-12-31,23.4,Midfielder,Côte d'Ivoire,CIV
176984,Aruna Dindane,3,15,76.0,174.0,CIV,43854,,1980-11-26,29.5,Striker,Côte d'Ivoire,CIV
240726,Aristide Zogbo,0,16,,183.0,CIV,43854,,1981-12-30,28.4,Goalkeeper,Côte d'Ivoire,CIV
3355,Siaka Tiene,1,17,72.0,176.0,CIV,43854,,1982-02-22,28.3,Defender,Côte d'Ivoire,CIV
178964,Kader Keita,3,18,72.0,181.0,CIV,43854,,1981-08-06,28.8,Striker,Côte d'Ivoire,CIV
198106,Yaya Toure,2,19,79.0,189.0,ENG,43854,,1983-05-13,27.1,Midfielder,Côte d'Ivoire,CIV
213910,Guy Demel,1,20,83.0,191.0,CIV,43854,,1981-06-13,29.0,Defender,Côte d'Ivoire,CIV
198051,Emmanuel Eboue,1,21,72.0,178.0,CIV,43854,,1983-06-04,27.0,Defender,Côte d'Ivoire,CIV
207946,Souleymane Bamba,1,22,88.0,190.0,CIV,43854,,1985-01-13,25.4,Defender,Côte d'Ivoire,CIV
198105,Daniel Yeboah,0,23,80.0,187.0,CIV,43854,,1984-11-13,25.6,Goalkeeper,Côte d'Ivoire,CIV
177825,Thomas Sørensen,0,1,78.0,185.0,DEN,43941,,1976-06-12,34.0,Goalkeeper,Denmark,DEN
186373,Christian Poulsen,2,2,76.0,182.0,DEN,43941,,1980-02-28,30.3,Midfielder,Denmark,DEN
309962,Simon Kjaer,1,3,84.0,191.0,DEN,43941,,1989-03-26,21.2,Defender,Denmark,DEN
227846,Daniel Agger,1,4,,188.0,DEN,43941,,1984-12-12,25.5,Defender,Denmark,DEN
299421,William Kvist,2,5,80.0,185.0,DEN,43941,,1985-02-24,25.3,Midfielder,Denmark,DEN
186351,Lars Jacobsen,1,6,,184.0,DEN,43941,,1979-09-20,30.7,Defender,Denmark,DEN
186353,Daniel Jensen,2,7,,180.0,DEN,43941,,1979-06-25,31.0,Midfielder,Denmark,DEN
169682,Jesper Gronkjaer,3,8,82.0,187.0,DEN,43941,,1977-08-12,32.8,Striker,Denmark,DEN
154949,Jon Dahl Tomasson,3,9,74.0,182.0,DEN,43941,,1976-08-29,33.8,Striker,Denmark,DEN
168837,Martin Jorgensen,2,10,76.0,180.0,DEN,43941,,1975-10-06,34.7,Midfielder,Denmark,DEN
254120,Nicklas Bendtner,3,11,90.0,194.0,DEN,43941,,1988-01-16,22.4,Striker,Denmark,DEN
214947,Thomas Kahlenberg,2,12,,185.0,DEN,43941,,1983-03-20,27.2,Midfielder,Denmark,DEN
214948,Per Kroldrup,1,13,,194.0,DEN,43941,,1979-07-31,30.9,Defender,Denmark,DEN
254112,Jakob Poulsen,2,14,,185.0,DEN,43941,,1983-07-07,26.9,Midfielder,Denmark,DEN
299431,Simon Poulsen,1,15,,187.0,DEN,43941,,1984-04-07,26.2,Defender,Denmark,DEN
186334,Stephan Andersen,0,16,,188.0,DEN,43941,,1981-11-26,28.5,Goalkeeper,Denmark,DEN
299434,Mikkel Beckmann,3,17,,178.0,DEN,43941,,1983-10-24,26.6,Striker,Denmark,DEN
235508,Soren Larsen,3,18,,194.0,DEN,43941,,1981-09-06,28.8,Striker,Denmark,DEN
179027,Dennis Rommedahl,3,19,68.0,178.0,DEN,43941,,1978-07-22,31.9,Striker,Denmark,DEN
317039,Thomas Enevoldsen,2,20,,182.0,DEN,43941,,1987-07-27,22.9,Midfielder,Denmark,DEN
321716,Christian Eriksen,2,21,76.0,181.0,DEN,43941,,1992-02-14,18.3,Midfielder,Denmark,DEN
179030,Jesper Christiansen,0,22,86.0,192.0,DEN,43941,,1978-04-24,32.1,Goalkeeper,Denmark,DEN
186369,Patrick Mtiliga,1,23,,170.0,DEN,43941,,1981-01-28,29.4,Defender,Denmark,DEN
62210,David James,0,1,91.0,196.0,ENG,43942,,1970-08-01,39.9,Goalkeeper,England,ENG
197464,Glen Johnson,1,2,88.0,180.0,ENG,43942,,1984-08-23,25.8,Defender,England,ENG
182786,Ashley Cole,1,3,67.0,178.0,ENG,43942,,1980-12-20,29.5,Defender,England,ENG
214961,Steven Gerrard,2,4,80.0,185.0,ENG,43942,,1980-05-30,30.0,Midfielder,England,ENG
197603,Michael Dawson,1,5,76.0,188.0,ENG,43942,,1983-11-18,26.6,Defender,England,ENG
214962,John Terry,1,6,90.0,187.0,ENG,43942,,1980-12-07,29.5,Defender,England,ENG
252997,Aaron Lennon,2,7,63.0,165.0,ENG,43942,,1987-04-16,23.2,Midfielder,England,ENG
185385,Frank Lampard,2,8,92.0,181.0,ENG,43942,,1978-06-20,32.0,Midfielder,England,ENG
194176,Peter Crouch,3,9,71.0,201.0,ENG,43942,,1981-01-30,29.4,Striker,England,ENG
196842,Wayne Rooney,3,10,85.0,176.0,ENG,43942,,1985-10-24,24.6,Striker,England,ENG
179662,Joe Cole,2,11,70.0,175.0,ENG,43942,,1981-11-08,28.6,Midfielder,England,ENG
217336,Robert Green,0,12,77.0,187.0,ENG,43942,,1980-01-18,30.4,Goalkeeper,England,ENG
238634,Stephen Warnock,1,13,77.0,175.0,ENG,43942,,1981-12-12,28.5,Defender,England,ENG
177648,Gareth Barry,2,14,81.0,180.0,ENG,43942,,1981-02-23,29.3,Midfielder,England,ENG
195763,Matt Upson,1,15,72.0,185.0,ENG,43942,,1979-04-18,31.1,Defender,England,ENG
207924,James Milner,2,16,78.0,175.0,ENG,43942,,1986-01-04,24.4,Midfielder,England,ENG
217344,Shaun Wright-Phillips,2,17,64.0,168.0,ENG,43942,,1981-10-25,28.6,Midfielder,England,ENG
182787,Jamie Carragher,1,18,77.0,185.0,ENG,43942,,1978-01-28,32.4,Defender,England,ENG
186453,Jermain Defoe,3,19,73.0,170.0,ENG,43942,,1982-10-07,27.7,Striker,England,ENG
186444,Ledley King,1,20,88.0,188.0,ENG,43942,,1980-10-12,29.7,Defender,England,ENG
177656,Emile Heskey,3,21,84.0,188.0,ENG,43942,,1978-01-11,32.4,Striker,England,ENG
185384,Michael Carrick,2,22,87.0,189.0,ENG,43942,,1981-07-28,28.9,Midfielder,England,ENG
299956,Joe Hart,0,23,94.0,191.0,ENG,43942,,1987-04-19,23.1,Goalkeeper,England,ENG
297105,Hugo Lloris,0,1,82.0,188.0,FRA,43946,,1986-12-26,23.5,Goalkeeper,France,FRA
254141,Bacary Sagna,1,2,72.0,178.0,FRA,43946,,1983-02-14,27.3,Defender,France,FRA
217974,Eric Abidal,1,3,75.0,186.0,FRA,43946,,1979-09-11,30.7,Defender,France,FRA
182230,Anthony Réveillère,1,4,76.0,181.0,FRA,43946,,1979-11-10,30.6,Defender,France,FRA
187756,William Gallas,1,5,72.0,181.0,FRA,43946,,1977-08-17,32.8,Defender,France,FRA
323699,Marc Planus,1,6,76.0,183.0,FRA,43946,,1982-03-07,28.3,Defender,France,FRA
248373,Franck Ribéry,3,7,72.0,175.0,FRA,43946,,1983-04-07,27.2,Striker,France,FRA
254144,Yoann Gourcuff,2,8,79.0,185.0,FRA,43946,,1986-07-11,23.9,Midfielder,France,FRA
180749,Djibril Cisse,3,9,78.0,182.0,FRA,43946,,1981-08-12,28.8,Striker,France,FRA
182236,Sidney Govou,3,10,72.0,175.0,FRA,43946,,1979-07-27,30.9,Striker,France,FRA
306322,Gignac Andre Pierre,3,11,84.0,186.0,FRA,43946,,1985-12-05,24.5,Striker,France,FRA
170711,Thierry Henry,3,12,83.0,188.0,FRA,43946,,1977-08-17,32.8,Striker,France,FRA
212246,Patrice Evra,1,13,67.0,174.0,FRA,43946,,1981-05-15,29.1,Defender,France,FRA
254145,Jérémy Toulalan,2,14,77.0,183.0,FRA,43946,,1983-09-10,26.8,Midfielder,France,FRA
225204,Florent Malouda,2,15,80.0,177.0,FRA,43946,,1980-06-13,30.0,Midfielder,France,FRA
254133,Steve Mandanda,0,16,90.0,187.0,FRA,43946,,1985-03-28,25.2,Goalkeeper,France,FRA
211228,Sébastien Squillaci,1,17,79.0,184.0,FRA,43946,,1980-08-11,29.8,Defender,France,FRA
184257,Alou Diarra,2,18,79.0,190.0,FRA,43946,,1981-07-15,28.9,Midfielder,France,FRA
297102,Abou Diaby,2,19,78.0,188.0,FRA,43946,,1986-05-11,24.1,Midfielder,France,FRA
297106,Mathieu Valbuena,3,20,58.0,166.0,FRA,43946,,1984-09-28,25.7,Striker,France,FRA
170710,Nicolas Anelka,3,21,82.0,185.0,FRA,43946,,1979-03-14,31.2,Striker,France,FRA
214566,Gaël Clichy,1,22,72.0,181.0,FRA,43946,,1985-07-26,24.9,Defender,France,FRA
184251,Cédric Carrasso,0,23,87.0,187.0,FRA,43946,,1981-12-30,28.4,Goalkeeper,France,FRA
228912,Neuer Manuel,0,1,92.0,193.0,GER,43948,,1986-03-27,24.2,Goalkeeper,Germany,GER
196791,Marcell Jansen,2,2,89.0,191.0,GER,43948,,1985-11-04,24.6,Midfielder,Germany,GER
191178,Arne Friedrich,1,3,78.0,185.0,GER,43948,,1979-05-29,31.0,Defender,Germany,GER
196889,Dennis Aogo,1,4,,184.0,GER,43948,,1987-01-14,23.4,Defender,Germany,GER
297107,Serdar Tasci,1,5,,186.0,GER,43948,,1987-04-24,23.1,Defender,Germany,GER
196900,Sami Khedira,2,6,81.0,189.0,GER,43948,,1987-04-04,23.2,Midfielder,Germany,GER
196752,Bastian Schweinsteiger,2,7,79.0,183.0,GER,43948,,1984-08-01,25.9,Midfielder,Germany,GER
305036,Mesut Oezil,2,8,70.0,180.0,GER,43948,,1988-10-15,21.7,Midfielder,Germany,GER
228304,Stefan Kießling,3,9,,191.0,GER,43948,,1984-01-25,26.4,Striker,Germany,GER
196789,Lukas Podolski,3,10,81.0,180.0,GER,43948,,1985-06-04,25.0,Striker,Germany,GER
182206,Miroslav Klose,3,11,81.0,182.0,GER,43948,,1978-06-09,32.0,Striker,Germany,GER
210010,Tim Wiese,0,12,91.0,193.0,GER,43948,,1981-12-17,28.5,Goalkeeper,Germany,GER
321722,Mueller Thomas,2,13,75.0,185.0,GER,43948,,1989-09-13,20.7,Midfielder,Germany,GER
323324,Holger Badstuber,1,14,,190.0,GER,43948,,1989-03-13,21.2,Defender,Germany,GER
196750,Piotr Trochowski,2,15,68.0,168.0,GER,43948,,1984-03-22,26.2,Midfielder,Germany,GER
196748,Philipp Lahm,1,16,66.0,170.0,GER,43948,,1983-11-11,26.6,Defender,Germany,GER
